VertexCount,IndicesCount,TriangleCount,TotalTime,AverageTime
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,2
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,2
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,0
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,2
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,1
64,192,64,935,0
