VertexCount,IndicesCount,TriangleCount,TotalTime,IndividualTime
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,2
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,2
72,228,76,1053,2
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,3
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,2
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,3
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
72,228,76,1053,1
